Albania,13:48:00,0
Gabon,01:13:00,2
Amdorra,08:56:00,4
Amenia,11:21:00,8
Cambodia,13:51:00,12
Chile,23:45:00,14
Austria,07:13:00,22
Greece,12:08:00,26
Czechia (Czech Republic),02:51:00,26
Ethiopia,08:07:00,28
Colombia,08:56:00,28
Austria,05:43:00,29
Cabo Verde,05:43:00,31
Guinea,19:43:00,34
China,10:29:00,41
Czechia (Czech Republic),10:29:00,45
Croatia,18:43:00,50
Bulgaria,13:51:00,50
Bulgaria,07:29:00,50
Brazil,19:38:00,51
Denmark,02:53:00,52
Ethiopia,13:51:00,54
Cyprus,16:08:00,55
Ethiopia,08:20:00,55
Dominica,10:14:00,65
Austria,08:29:00,65
Grenada,18:43:00,66
Congo (Congo-Brazzaville),05:41:00,66
Cabo Verde,10:14:00,68
Croatia,16:08:00,70
Guinea,02:53:00,71
Eritrea,13:12:00,72
El Salvador,18:43:00,72
Guinea,02:51:00,72
Comoros,16:36:00,74
Croatia,15:00:00,74
Greece,07:21:00,75
Chad,19:43:00,76
Finland,15:20:00,81
Germany,16:29:00,82
Gambia,07:13:00,83
Amenia,08:46:00,85
Eswatini (fmr.Swaziland),13:12:00,87
China,04:57:00,89
Eswatini (fmr.Swaziland),08:46:00,89
Ecuador,06:35:00,89
Bahrain,16:36:00,90
Chile,03:19:00,92
Gabon,03:19:00,95
Finland,10:29:00,97
China,12:08:00,97
Austria,04:18:00,99
Czechia (Czech Republic),16:24:00,101
Cyprus,08:56:00,102
Brazil,01:13:00,105
Colombia,23:23:00,106
Barbados,23:10:00,107
Eritrea,04:52:00,108
Costa Rica,16:08:00,109
Djibouti,08:07:00,110
Albania,10:43:00,111
Gambia,08:20:00,116
Ghana,19:43:00,117
Dominican Republic,02:51:00,118
El Salvador,02:54:00,121
Grenada,07:29:00,122
Ecuador,04:52:00,127
Chad,01:13:00,131
Czechia (Czech Republic),07:13:00,131
Albania,03:35:00,132
Cuba,16:08:00,133
Ecuador,04:18:00,134
Eswatini (fmr.Swaziland),23:10:00,135
Fiji,02:53:00,136
Dominican Republic,16:22:00,136
Grenada,04:18:00,138
France,15:20:00,139
Chile,16:36:00,141
Argentina,04:18:00,143
Greece,06:35:00,144
Estonia,07:29:00,145
Bahrain,06:23:00,149
Comoros,13:48:00,150
Grenada,02:54:00,151
Cambodia,01:27:00,155
Argentina,13:27:00,159
Greece,16:29:00,159
Bahama,06:35:00,159
Croatia,08:29:00,168
Amdorra,06:35:00,169
Canada,01:27:00,173
Grenada,03:35:00,173
Dominican Republic,04:18:00,175
Equatorial Guinea,15:20:00,175
Central African Republic,18:43:00,178
Denmark,23:23:00,182
Greece,10:43:00,182
Colombia,03:19:00,184
Guatemaia,19:38:00,184
Djibouti,02:54:00,186
El Salvador,10:43:00,188
Chile,10:43:00,191
Germany,08:07:00,196
Ethiopia,02:51:00,196
Barbados,08:20:00,197
Costa Rica,08:46:00,201
Estonia,23:45:00,202
Canada,10:43:00,204
Democratic Republic of the Congo,08:29:00,205
Cyprus,18:53:00,206
Greece,01:27:00,206
Cambodia,08:20:00,207
Croatia,17:27:00,208
Cambodia,13:48:00,208
Brazil,06:35:00,214
Bulgaria,15:00:00,215
Gambia,19:38:00,216
Chile,02:53:00,216
Chad,03:19:00,216
Austria,13:51:00,216
Bulgaria,10:29:00,218
Central African Republic,10:43:00,219
Amdorra,04:18:00,220
China,03:19:00,221
Ethiopia,13:27:00,224
Georgia,16:24:00,225
Democratic Republic of the Congo,01:13:00,226
China,04:52:00,226
Austria,16:24:00,228
Ecuador,07:21:00,228
Central African Republic,01:27:00,229
Greece,16:24:00,229
Eswatini (fmr.Swaziland),01:27:00,230
Bulgaria,12:08:00,234
Ecuador,02:54:00,234
Cabo Verde,16:22:00,235
Barbados,06:35:00,235
Eswatini (fmr.Swaziland),19:38:00,237
Central African Republic,02:53:00,239
Guatemaia,16:29:00,239
El Salvador,15:00:00,240
Argentina,23:25:00,241
Brazil,16:08:00,241
Grenada,15:20:00,242
Dominican Republic,23:25:00,242
Bahama,04:57:00,243
Bahrain,18:43:00,243
Barbados,07:21:00,244
Egypt,02:53:00,245
Gambia,04:18:00,248
Comoros,13:27:00,248
Equatorial Guinea,06:23:00,249
Argentina,23:23:00,250
Bahrain,07:13:00,250
Brazil,08:20:00,250
Cuba,04:52:00,251
Greece,08:20:00,253
Albania,16:29:00,253
Amdorra,02:53:00,256
France,04:57:00,256
Bahama,01:13:00,257
Georgia,10:14:00,258
Fiji,19:38:00,259
Comoros,10:43:00,260
Chile,12:08:00,260
Cyprus,16:29:00,264
Denmark,18:53:00,266
Ghana,06:23:00,267
Comoros,13:12:00,268
Chad,23:45:00,271
Argentina,16:22:00,272
Ecuador,01:13:00,273
Cambodia,04:18:00,276
Austria,07:21:00,276
Equatorial Guinea,13:12:00,276
Cabo Verde,23:23:00,277
Dominica,15:00:00,278
Congo (Congo-Brazzaville),01:27:00,282
Grenada,11:21:00,282
Finland,16:29:00,282
El Salvador,13:48:00,284
Grenada,15:00:00,284
Guatemaia,23:45:00,284
Grenada,02:53:00,285
Cuba,16:22:00,285
Grenada,10:29:00,286
Amenia,08:56:00,286
Cuba,18:53:00,287
Equatorial Guinea,05:43:00,287
Eswatini (fmr.Swaziland),04:52:00,291
China,10:43:00,292
Finland,03:35:00,297
Egypt,13:27:00,297
Guinea,07:29:00,298
Gabon,23:45:00,300
Comoros,05:43:00,300
Cabo Verde,08:56:00,300
France,08:20:00,303
Djibouti,04:57:00,306
Bulgaria,15:20:00,306
China,13:48:00,307
Comoros,01:13:00,308
Congo (Congo-Brazzaville),13:48:00,310
Georgia,01:13:00,311
Czechia (Czech Republic),23:25:00,313
Bahrain,08:20:00,314
Gabon,15:20:00,314
Ethiopia,23:23:00,316
Chad,13:27:00,316
Colombia,07:29:00,317
Bahama,06:23:00,317
Djibouti,07:29:00,317
Congo (Congo-Brazzaville),19:43:00,318
Cuba,02:51:00,319
Egypt,17:27:00,321
Cabo Verde,15:00:00,321
Colombia,18:53:00,324
Greece,10:14:00,324
Amenia,16:08:00,324
Gambia,23:45:00,324
Fiji,13:12:00,325
Czechia (Czech Republic),13:51:00,326
Eswatini (fmr.Swaziland),16:08:00,327
Costa Rica,07:29:00,328
Guatemaia,13:51:00,331
Gambia,16:36:00,332
Finland,10:43:00,335
Greece,07:29:00,335
Congo (Congo-Brazzaville),23:25:00,335
Egypt,07:29:00,336
Czechia (Czech Republic),04:18:00,336
Comoros,10:14:00,336
Denmark,10:43:00,337
Colombia,03:35:00,338
Cambodia,10:14:00,339
Fiji,23:45:00,339
Chile,17:27:00,339
Denmark,08:40:00,340
Guatemaia,05:43:00,341
Argentina,02:51:00,342
Congo (Congo-Brazzaville),12:08:00,342
Georgia,15:00:00,343
Bahama,08:46:00,345
Djibouti,12:08:00,346
Denmark,03:19:00,346
Cyprus,17:27:00,346
France,08:46:00,347
Bahrain,10:43:00,347
Bahama,18:53:00,348
China,06:35:00,350
France,08:29:00,350
Fiji,04:52:00,350
Amdorra,13:27:00,351
Canada,10:14:00,352
Finland,04:57:00,353
Costa Rica,15:00:00,355
Fiji,08:40:00,355
Canada,18:53:00,355
Fiji,11:21:00,355
Guinea,12:08:00,356
Ghana,12:08:00,357
Bahama,08:29:00,357
Cyprus,18:43:00,357
Barbados,11:21:00,360
Ghana,11:21:00,361
Fiji,16:36:00,363
Fiji,02:51:00,363
China,16:22:00,363
Dominican Republic,10:43:00,364
Barbados,16:36:00,365
Ethiopia,16:29:00,365
Dominica,17:27:00,366
Equatorial Guinea,18:43:00,366
Guinea,15:20:00,366
Ghana,16:22:00,367
Georgia,12:08:00,368
Guinea,23:25:00,369
Eswatini (fmr.Swaziland),13:27:00,370
Georgia,07:13:00,370
Grenada,01:13:00,371
Central African Republic,04:18:00,374
Costa Rica,04:52:00,375
Bahama,16:29:00,375
El Salvador,23:23:00,376
Comoros,16:08:00,378
Grenada,01:27:00,378
Amenia,23:25:00,378
Cuba,15:20:00,379
Austria,13:27:00,380
Germany,07:21:00,380
Congo (Congo-Brazzaville),08:07:00,381
Brazil,23:10:00,381
Bahrain,13:51:00,385
Ecuador,17:27:00,386
Cyprus,19:38:00,387
Cabo Verde,18:53:00,388
Guinea,06:35:00,391
Central African Republic,03:35:00,391
Amdorra,07:21:00,393
Eswatini (fmr.Swaziland),08:56:00,395
Colombia,08:07:00,396
Guatemaia,10:14:00,396
Democratic Republic of the Congo,02:53:00,396
Dominica,13:12:00,397
Cambodia,10:43:00,398
Croatia,23:10:00,398
Gabon,04:52:00,398
Ethiopia,16:36:00,399
Amenia,08:40:00,399
Germany,23:23:00,400
Chile,10:29:00,400
Gambia,01:27:00,401
France,15:00:00,404
Cuba,08:56:00,405
Grenada,06:23:00,405
Dominican Republic,12:08:00,407
France,07:13:00,408
Amdorra,05:43:00,408
Bulgaria,19:38:00,408
Ghana,10:29:00,409
Bahama,08:40:00,409
Finland,15:00:00,410
Canada,13:48:00,410
Austria,15:20:00,411
Guinea,10:14:00,411
Fiji,08:20:00,412
China,19:38:00,413
Ethiopia,03:35:00,413
Cuba,11:21:00,414
Djibouti,18:43:00,414
Croatia,02:53:00,414
Guatemaia,03:35:00,415
Estonia,07:21:00,418
Austria,10:29:00,419
Ghana,16:36:00,419
Ecuador,02:51:00,420
Chile,18:43:00,421
Ethiopia,07:29:00,421
China,16:08:00,422
Greece,16:36:00,422
Djibouti,10:29:00,424
Germany,08:20:00,424
Congo (Congo-Brazzaville),07:21:00,424
Dominica,13:27:00,425
Egypt,15:00:00,425
Democratic Republic of the Congo,02:54:00,425
Grenada,16:08:00,425
Ghana,23:10:00,426
Ethiopia,23:10:00,426
Croatia,23:23:00,426
Dominica,12:08:00,426
Dominica,07:13:00,427
Brazil,02:53:00,427
Grenada,19:38:00,427
Amdorra,13:51:00,427
Dominican Republic,16:29:00,428
Comoros,08:46:00,429
China,07:21:00,429
Eritrea,16:22:00,429
Bulgaria,03:19:00,429
Georgia,07:21:00,430
Ghana,23:45:00,432
Bahama,10:14:00,433
Argentina,06:23:00,433
Chile,04:18:00,434
Dominican Republic,15:20:00,434
Croatia,05:43:00,435
Dominican Republic,07:29:00,435
El Salvador,04:18:00,436
Ethiopia,07:21:00,438
Comoros,03:19:00,438
Eritrea,11:21:00,438
Denmark,08:29:00,442
Brazil,08:56:00,442
Greece,01:13:00,442
Czechia (Czech Republic),03:19:00,443
Cyprus,06:35:00,443
Costa Rica,04:57:00,443
Djibouti,16:29:00,443
Albania,04:52:00,444
Georgia,07:29:00,444
Amdorra,06:23:00,445
Democratic Republic of the Congo,02:51:00,446
Eswatini (fmr.Swaziland),02:54:00,447
Brazil,15:20:00,447
Dominican Republic,01:27:00,448
Albania,01:13:00,448
Equatorial Guinea,04:57:00,448
Canada,16:22:00,449
Colombia,16:29:00,450
Colombia,07:13:00,451
Chad,16:36:00,451
Djibouti,15:00:00,452
Eritrea,08:07:00,452
Guinea,01:13:00,452
Costa Rica,02:51:00,452
Dominica,18:43:00,453
Dominica,03:19:00,453
Croatia,02:51:00,454
Gabon,17:27:00,455
Canada,08:29:00,455
Congo (Congo-Brazzaville),03:35:00,456
Eswatini (fmr.Swaziland),16:22:00,457
Germany,07:13:00,460
Chad,08:40:00,461
Ecuador,03:35:00,462
Austria,06:23:00,465
France,16:24:00,466
Argentina,23:45:00,466
Cambodia,08:46:00,467
Amenia,04:52:00,468
El Salvador,02:53:00,469
Cyprus,08:20:00,471
Cyprus,13:12:00,471
Austria,08:46:00,472
Czechia (Czech Republic),05:43:00,473
Estonia,17:27:00,475
Ecuador,10:14:00,476
Georgia,15:20:00,476
Denmark,23:10:00,476
Barbados,07:13:00,476
Fiji,05:43:00,479
Finland,10:14:00,481
Grenada,23:25:00,481
Croatia,04:18:00,482
Czechia (Czech Republic),01:27:00,482
Greece,07:13:00,483
Germany,16:08:00,487
Cambodia,06:23:00,488
Brazil,07:29:00,489
Czechia (Czech Republic),06:23:00,489
Czechia (Czech Republic),23:10:00,489
Fiji,23:25:00,489
Central African Republic,15:00:00,490
Fiji,05:41:00,491
Cyprus,10:29:00,491
Guinea,15:00:00,492
Germany,18:53:00,493
France,10:29:00,494
Ecuador,18:43:00,494
Cyprus,04:18:00,495
Chad,11:21:00,495
Georgia,18:53:00,495
Cyprus,13:48:00,497
Cyprus,07:13:00,498
Cyprus,12:08:00,498
Georgia,23:45:00,499
Democratic Republic of the Congo,11:21:00,500
Fiji,19:43:00,500
Chad,03:35:00,504
El Salvador,07:13:00,504
Cyprus,23:45:00,505
El Salvador,03:19:00,505
Czechia (Czech Republic),18:53:00,506
Congo (Congo-Brazzaville),08:29:00,506
Gabon,16:36:00,507
El Salvador,16:24:00,507
Barbados,05:41:00,509
Chad,08:46:00,509
Germany,12:08:00,510
Barbados,10:43:00,510
Georgia,10:43:00,512
Central African Republic,16:36:00,513
Democratic Republic of the Congo,16:29:00,515
Costa Rica,23:10:00,515
Albania,10:29:00,517
Estonia,16:29:00,518
Czechia (Czech Republic),10:43:00,518
Ghana,19:38:00,518
Djibouti,05:41:00,518
Argentina,07:21:00,518
Fiji,01:27:00,519
Cuba,19:43:00,519
Bahrain,10:14:00,521
Estonia,15:00:00,523
Equatorial Guinea,08:40:00,524
Dominica,02:54:00,524
Colombia,13:27:00,524
Fiji,08:07:00,525
Guinea,19:38:00,526
Canada,07:29:00,527
Egypt,23:45:00,528
Dominica,19:43:00,529
China,02:53:00,530
France,13:48:00,531
Central African Republic,10:29:00,532
France,01:13:00,533
Grenada,03:19:00,534
Argentina,01:13:00,534
Ethiopia,11:21:00,534
Croatia,13:51:00,535
Ecuador,23:45:00,535
Greece,08:40:00,535
Ethiopia,18:43:00,536
Guatemaia,23:25:00,536
Cuba,23:10:00,536
Cambodia,16:29:00,537
Croatia,08:07:00,537
Canada,19:38:00,537
Czechia (Czech Republic),16:08:00,539
Equatorial Guinea,08:20:00,540
Amenia,03:35:00,540
Cuba,06:35:00,540
Ecuador,16:08:00,540
Chad,02:51:00,542
Austria,16:29:00,542
Georgia,04:18:00,542
Canada,10:29:00,542
Eritrea,01:27:00,543
Denmark,17:27:00,543
Guatemaia,06:23:00,544
Democratic Republic of the Congo,10:29:00,544
El Salvador,07:21:00,545
France,13:12:00,546
Ecuador,15:20:00,547
Chile,04:52:00,547
Denmark,18:43:00,547
Czechia (Czech Republic),06:35:00,547
Comoros,08:20:00,547
Canada,01:13:00,548
Germany,04:52:00,548
Gabon,02:54:00,549
Cabo Verde,18:43:00,549
Greece,02:53:00,549
Amenia,06:35:00,550
Chile,05:43:00,552
Gambia,06:23:00,552
Djibouti,16:36:00,554
Guatemaia,02:51:00,555
Dominican Republic,06:23:00,556
Bahrain,03:19:00,556
Central African Republic,02:51:00,557
Ecuador,11:21:00,557
Brazil,07:13:00,558
Chile,06:23:00,559
Congo (Congo-Brazzaville),16:24:00,559
Argentina,16:24:00,559
Ecuador,08:20:00,560
Dominican Republic,08:40:00,560
Guinea,13:27:00,560
Democratic Republic of the Congo,17:27:00,561
Chile,08:07:00,562
Cuba,07:21:00,562
Gambia,08:29:00,562
Guatemaia,11:21:00,563
Central African Republic,04:52:00,564
Chad,08:07:00,564
Eritrea,08:29:00,565
Ecuador,10:43:00,565
Cabo Verde,16:08:00,568
Chad,06:35:00,569
Cabo Verde,08:40:00,569
Eritrea,16:08:00,569
Ghana,05:43:00,571
France,04:18:00,571
Cuba,01:13:00,574
Amdorra,16:22:00,574
Germany,08:46:00,574
Estonia,08:40:00,575
Grenada,23:23:00,575
Bahrain,17:27:00,577
Cabo Verde,10:43:00,577
El Salvador,16:22:00,578
Gambia,16:29:00,578
Fiji,16:08:00,578
Czechia (Czech Republic),13:12:00,579
Guatemaia,18:53:00,579
Finland,03:19:00,580
Georgia,13:48:00,580
Georgia,05:43:00,580
Canada,05:41:00,581
Gabon,13:48:00,582
El Salvador,23:25:00,582
Cabo Verde,07:13:00,582
Gambia,18:53:00,582
Austria,11:21:00,583
Bahama,23:45:00,583
France,08:56:00,583
Democratic Republic of the Congo,03:35:00,583
Colombia,05:41:00,584
Finland,07:29:00,585
Chad,04:52:00,585
Chad,15:00:00,585
Estonia,01:13:00,585
Eswatini (fmr.Swaziland),08:40:00,586
Cambodia,05:43:00,586
Guinea,05:43:00,587
Costa Rica,08:40:00,587
Cambodia,15:00:00,589
Democratic Republic of the Congo,16:08:00,589
Chile,05:41:00,590
Bahrain,02:51:00,590
Dominica,06:35:00,590
Equatorial Guinea,19:38:00,591
Grenada,16:22:00,591
Germany,10:43:00,595
El Salvador,02:51:00,595
Comoros,13:51:00,595
Amdorra,16:29:00,596
Finland,16:08:00,597
Eswatini (fmr.Swaziland),06:23:00,597
France,08:40:00,597
Amenia,15:20:00,598
Ecuador,07:13:00,598
Austria,16:36:00,598
China,01:27:00,599
Chile,16:29:00,599
Cambodia,02:53:00,599
Bahama,01:27:00,600
Djibouti,08:20:00,600
Georgia,11:21:00,601
Central African Republic,23:25:00,602
Democratic Republic of the Congo,18:43:00,604
Barbados,10:14:00,606
Bahrain,23:25:00,606
Comoros,23:25:00,606
Gambia,16:08:00,606
Croatia,06:35:00,607
Amdorra,04:52:00,607
Chad,10:43:00,607
Colombia,01:13:00,609
Cambodia,23:23:00,609
Ethiopia,02:54:00,609
Denmark,05:43:00,610
Estonia,07:13:00,611
Canada,08:07:00,612
Eswatini (fmr.Swaziland),03:35:00,612
Austria,17:27:00,613
Central African Republic,08:40:00,613
Estonia,03:35:00,614
El Salvador,04:57:00,614
Democratic Republic of the Congo,01:27:00,615
Bahama,18:43:00,615
Comoros,02:51:00,617
Gabon,02:51:00,619
Ethiopia,23:25:00,620
Canada,02:53:00,620
Cuba,12:08:00,621
Democratic Republic of the Congo,19:43:00,621
Albania,13:27:00,622
Gabon,06:35:00,622
Chad,10:29:00,622
Estonia,23:10:00,623
Gambia,18:43:00,623
Finland,23:45:00,624
Gambia,13:27:00,624
Fiji,23:23:00,625
Cambodia,08:40:00,625
Barbados,12:08:00,626
Estonia,10:29:00,626
Equatorial Guinea,13:51:00,626
France,10:14:00,627
Barbados,16:29:00,628
Cabo Verde,06:35:00,629
China,08:29:00,630
Amdorra,10:14:00,631
Cabo Verde,15:20:00,631
Denmark,23:45:00,631
Amdorra,23:23:00,631
Ethiopia,15:20:00,632
Gambia,13:12:00,632
Ecuador,18:53:00,633
Croatia,16:29:00,634
Dominica,08:40:00,635
Grenada,08:07:00,635
Estonia,19:43:00,635
Amdorra,16:24:00,636
Austria,03:35:00,636
Amdorra,18:53:00,636
Austria,10:43:00,637
Guinea,16:29:00,637
Argentina,02:54:00,638
Greece,13:27:00,638
Cabo Verde,13:51:00,639
Cabo Verde,07:29:00,640
Fiji,02:54:00,640
Dominican Republic,18:43:00,640
Argentina,19:38:00,641
Democratic Republic of the Congo,16:22:00,641
Ecuador,10:29:00,642
Georgia,04:52:00,643
Gabon,10:14:00,643
Argentina,08:46:00,645
Bulgaria,16:08:00,647
Egypt,05:41:00,647
Grenada,04:57:00,647
Cabo Verde,01:27:00,649
Finland,18:43:00,649
Albania,07:29:00,651
Czechia (Czech Republic),12:08:00,651
Argentina,16:36:00,651
Gambia,23:23:00,651
Ghana,01:13:00,653
Djibouti,06:23:00,654
Croatia,10:43:00,654
Denmark,08:46:00,654
Canada,03:19:00,654
Costa Rica,17:27:00,655
El Salvador,12:08:00,656
Denmark,19:38:00,656
Egypt,06:23:00,656
Guatemaia,01:27:00,656
Eritrea,10:14:00,657
Congo (Congo-Brazzaville),16:08:00,657
Barbados,01:13:00,658
Greece,19:38:00,658
Colombia,23:45:00,659
Argentina,11:21:00,659
Cambodia,01:13:00,660
Dominican Republic,13:48:00,660
Ghana,04:18:00,661
Central African Republic,16:24:00,661
Djibouti,03:19:00,664
Gambia,19:15:00,664
Djibouti,17:27:00,665
Estonia,13:27:00,665
Cuba,08:07:00,665
Guatemaia,17:27:00,665
Egypt,13:48:00,666
Cuba,04:57:00,666
Chile,23:25:00,667
Croatia,07:29:00,667
Fiji,04:18:00,668
Ecuador,23:25:00,669
Georgia,16:36:00,670
Egypt,16:29:00,672
Djibouti,03:35:00,672
Comoros,08:29:00,672
Guinea,04:18:00,673
Estonia,16:22:00,673
Eswatini (fmr.Swaziland),08:29:00,673
Amenia,23:10:00,676
Dominica,16:36:00,677
Colombia,13:12:00,677
Costa Rica,08:56:00,678
Eswatini (fmr.Swaziland),10:43:00,680
Djibouti,11:21:00,680
Albania,23:10:00,681
Ecuador,16:36:00,681
Ghana,13:12:00,681
Germany,16:36:00,681
El Salvador,23:45:00,681
Cambodia,23:45:00,682
Cabo Verde,23:25:00,682
Congo (Congo-Brazzaville),02:54:00,682
Djibouti,19:38:00,683
Amdorra,10:43:00,683
Albania,16:36:00,683
Finland,01:13:00,685
Gambia,15:20:00,686
Brazil,15:00:00,686
Brazil,01:27:00,686
Czechia (Czech Republic),11:21:00,687
Bulgaria,04:57:00,688
Albania,01:27:00,688
Croatia,07:21:00,688
Equatorial Guinea,07:13:00,689
Chile,07:13:00,689
El Salvador,10:14:00,690
Gambia,11:21:00,690
Croatia,10:14:00,690
Egypt,03:19:00,692
Chile,16:24:00,693
Ghana,02:51:00,693
Ecuador,05:43:00,693
Equatorial Guinea,02:54:00,693
Bahrain,11:21:00,694
Eritrea,01:13:00,694
Democratic Republic of the Congo,16:24:00,696
Estonia,18:43:00,696
Comoros,15:20:00,696
Czechia (Czech Republic),18:43:00,696
Democratic Republic of the Congo,08:56:00,698
Amenia,05:41:00,698
Estonia,16:24:00,700
Chad,23:25:00,700
Comoros,16:22:00,701
Guinea,16:36:00,701
Georgia,19:38:00,703
Cyprus,13:51:00,703
Ecuador,01:27:00,703
Ghana,13:27:00,704
Cuba,08:40:00,704
Bahama,12:08:00,706
Gambia,05:41:00,706
Cabo Verde,02:53:00,706
Ghana,13:48:00,707
Eswatini (fmr.Swaziland),10:29:00,707
Greece,08:29:00,707
El Salvador,03:35:00,708
Central African Republic,07:21:00,708
Argentina,10:29:00,708
Bahama,08:07:00,709
Congo (Congo-Brazzaville),08:20:00,709
Cabo Verde,23:45:00,710
Cuba,19:38:00,710
El Salvador,19:43:00,713
Dominican Republic,11:21:00,714
Amdorra,07:13:00,717
France,19:43:00,717
Amdorra,08:07:00,717
Cuba,02:53:00,718
Greece,16:22:00,718
Congo (Congo-Brazzaville),10:43:00,719
Costa Rica,10:14:00,719
Germany,15:00:00,719
Democratic Republic of the Congo,08:46:00,720
Amenia,01:13:00,721
Bahrain,13:48:00,721
Djibouti,16:22:00,721
Austria,23:10:00,722
Bahama,08:20:00,722
Colombia,10:43:00,723
Djibouti,06:35:00,724
Finland,04:52:00,725
Canada,08:56:00,726
Equatorial Guinea,07:29:00,727
Dominica,08:20:00,728
El Salvador,01:27:00,728
